tattoo	date	pm	socg	sett	supergroup	weight	toothwear	condition	body_length	temp	neck_diameter	captureyear	sex	age	age_years	statpak	IFNgamma	cult_SUM	cult_OA	cult_TA	cult_FAECES	cult_URINE	cult_OTHER	CaptureDate	VisualLine1	OpticalDensity1	VisualLine2	OpticalDensity2	PM	brock
Y023	11/11/1986	No	KENNEL	KENNEL	KENNEL	10.6	0.75	GOOD	NA	37.6	NA	1986	FEMALE	ADULT	5	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
Y049	11/11/1986	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	10.9	0.75	GOOD	NA	38.5	NA	1986	MALE	ADULT	5	NA	NA	0	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	0
B035	12/11/1986	No	KENNEL	KENNEL	KENNEL	10	0.75	GOOD	NA	38	NA	1986	FEMALE	ADULT	6	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
F001	12/11/1986	No	PEGLARS	PEGLARS	PEGLARS	10.5	0.25	GOOD	NA	38.4	NA	1986	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F007	12/11/1986	No	YEW	YEW	YEW	10.9	0.25	GOOD	NA	38.7	NA	1986	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F033	12/11/1986	No	WEST	WEST	WEST	10.8	0.25	GOOD	NA	37	NA	1986	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F036	12/11/1986	Yes	ARTHURS	BARN	ARTHURS	NA	NA	NA	NA	NA	NA	1986	MALE	ADULT	1	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA
F042	12/11/1986	No	BEECH	BEECH	BEECH	12	0.25	GOOD	NA	38.5	NA	1986	MALE	ADULT	1	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0
F056	12/11/1986	No	KENNEL	KENNEL	KENNEL	8	0.25	GOOD	NA	39	NA	1986	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F060	12/11/1986	No	PEGLARS	PEGLARS	PEGLARS	9.4	0.25	GOOD	NA	38.1	NA	1986	FEMALE	ADULT	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
F094	12/11/1986	No	JACKS_MIREY	JACKS	JACKS_MIREY	12.7	0.75	VERY_GOOD	NA	38	NA	1986	MALE	ADULT	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
L063	12/11/1986	No	TOP_SETT	TOP_SETT	TOP_SETT	7.8	0	GOOD	NA	38.4	NA	1986	FEMALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
L081	12/11/1986	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	6.8	0	GOOD	NA	38.3	NA	1986	MALE	CUB	0	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
N031	12/11/1986	No	YEW	YEW	YEW	12.5	0.5	GOOD	NA	38.1	NA	1986	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
N018	18/12/1986	Yes	FIELD_FARM	NR.FIELD_FARM_SET?T	FIELD_FARM	4.4	NA	POOR	NA	NA	NA	1986	MALE	ADULT	2	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA
L081	25/12/1986	Yes	WOOD_FARM	TINKLEY_LANE_8320?01	WOOD_FARM	7.7	NA	NA	NA	NA	NA	1986	MALE	CUB	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
L007	31/12/1986	Yes	OUTSIDE	ULEY_BURY	NA	NA	NA	NA	NA	NA	NA	1986	MALE	ADULT	NA	NA	NA	6	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA
F002	10/02/1987	No	SEPTIC_TANK	SEPTIC_TANK	SEPTIC_TANK	8.5	NA	NA	NA	38.4	NA	1987	MALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1
F009	10/02/1987	No	PEGLARS	PEGLARS	PEGLARS	8.7	NA	NA	NA	37.3	NA	1987	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F027	10/02/1987	No	KENNEL	KENNEL	KENNEL	8.6	NA	NA	NA	38.7	NA	1987	MALE	ADULT	2	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
F049	10/02/1987	No	TOP_SETT	TOP_SETT	TOP_SETT	9	NA	NA	NA	37.2	NA	1987	MALE	ADULT	2	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
F050	10/02/1987	No	TOP_SETT	TOP_SETT	TOP_SETT	9	NA	NA	NA	37.1	NA	1987	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F051	10/02/1987	No	KENNEL	KENNEL	KENNEL	8.3	NA	NA	NA	36.5	NA	1987	MALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F058	10/02/1987	No	KENNEL	KENNEL	KENNEL	7.1	NA	NA	NA	38.5	NA	1987	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
F060	10/02/1987	No	PEGLARS	PEGLARS	PEGLARS	8.5	NA	NA	NA	38.1	NA	1987	FEMALE	ADULT	2	NA	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
F079	10/02/1987	No	KENNEL	NEEDLES	KENNEL	7.9	NA	NA	NA	38.2	NA	1987	FEMALE	ADULT	2	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K001	10/02/1987	No	HEDGE	HEDGE	HEDGE	10.2	NA	NA	NA	38.6	NA	1987	MALE	ADULT	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
K002	10/02/1987	No	JUNCTION	JUNCTION	JUNCTION	8.2	NA	NA	NA	38	NA	1987	FEMALE	ADULT	NA	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
K049	10/02/1987	No	ATCOMBE_CORNER	ATCOMBE_CORNER	NA	6.6	0.5	GOOD	NA	NA	NA	1987	FEMALE	ADULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
L008	10/02/1987	No	COLLIERS_WOOD	COLLIERS_WOOD	COLLIERS_WOOD	5.6	NA	NA	NA	38.6	NA	1987	MALE	ADULT	1	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
L011	10/02/1987	No	LARCH	LARCH	LARCH	6.3	NA	NA	NA	37.3	NA	1987	FEMALE	ADULT	1	NA	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0
